subjectId,method,retainedDirections,barycentricFallbackCount,status,message,meanAIRM,medianAIRM,stdAIRM,iqrAIRM,meanDeterminantError,meanAnisotropyError,meanOrientationErrorDeg,orientationValidCount,orientationValidProportion,targetITDMode,reconstructedITDMode,cueExtractionMode,LSDdB,ILDErrorDb,perceptualStatus,lateralRMSErrorDeg,localPolarRMSErrorDeg,quadrantErrorPercent,perceptualTrials,selfLateralRMSErrorDeg,selfLocalPolarRMSErrorDeg,selfQuadrantErrorPercent,selfPerceptualTrials,relativeLateralRMSErrorDeg,relativeLocalPolarRMSErrorDeg,relativeQuadrantErrorPercentagePoints,perceptualReferenceConvention
10,SUpDEq_Bary_MCA_6dB,3,NaN,not_applicable,Not applicable: three directions cannot define the closed hull required by SUpDEq Bary.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,barumerli2023_pge_ild_maxiacce,NaN,NaN,not_applicable,NaN,NaN,NaN,NaN,14.1884390479158,36.304903680633,7.35555153051983,300,NaN,NaN,NaN,absolute_and_relative_to_dense_self
22,SUpDEq_Bary_MCA_6dB,3,NaN,not_applicable,Not applicable: three directions cannot define the closed hull required by SUpDEq Bary.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,barumerli2023_pge_ild_maxiacce,NaN,NaN,not_applicable,NaN,NaN,NaN,NaN,14.265715025132,36.5955731659448,11.6996181133554,300,NaN,NaN,NaN,absolute_and_relative_to_dense_self
26,SUpDEq_Bary_MCA_6dB,3,NaN,not_applicable,Not applicable: three directions cannot define the closed hull required by SUpDEq Bary.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,barumerli2023_pge_ild_maxiacce,NaN,NaN,not_applicable,NaN,NaN,NaN,NaN,14.2710380702444,35.3941949179779,12.0960486540953,300,NaN,NaN,NaN,absolute_and_relative_to_dense_self
30,SUpDEq_NN_MCA_6dB,100,NaN,completed,,0.439300758657965,0.38752922700034,0.287972258060267,0.305348618623967,0.330297225985762,0.303576426205822,7.70669084418174,786,0.991172761664565,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,3.41701618246312,0.502956749279627,completed,14.2193378584124,38.5186581844673,11.3689013689014,300,14.2232524527613,36.2195933334926,9.21744537217978,300,-0.00391459434889363,2.29906485097467,2.15145599672159,absolute_and_relative_to_dense_self
30,SUpDEq_Bary_MCA_6dB,100,0,completed,,0.545462153309678,0.482274117557816,0.358977349988302,0.549424544239569,0.372479249189168,0.389565971451504,8.27074045671127,784,0.988650693568726,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,3.51543645990801,0.711189454591177,completed,14.4458952340316,39.9762500069703,13.7995223078819,300,14.2232524527613,36.2195933334926,9.21744537217978,300,0.222642781270265,3.75665667347764,4.58207693570214,absolute_and_relative_to_dense_self
30,RANF,100,NaN,completed,,0.460197313926446,0.363127149724448,0.3028891792016,0.366956854080388,0.369686958267307,0.342181636753659,7.59060561761239,785,0.989911727616646,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,2.51569445411408,0.595462869263628,completed,14.294710992263,37.3188066093407,9.19856300172972,300,14.2232524527613,36.2195933334926,9.21744537217978,300,0.0714585395016822,1.09921327584809,-0.0188823704500631,absolute_and_relative_to_dense_self
30,SH,19,NaN,completed,,1.25659581380715,1.24163177913122,0.591798004935896,0.917755440046946,0.878303046764483,0.763009786861042,29.1895812647638,786,0.991172761664565,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,13.1638291670662,5.05455780782641,completed,22.3188686533101,52.5360329280055,59.2566489854965,300,14.2232524527613,36.2195933334926,9.21744537217978,300,8.09561620054885,16.3164395945129,50.0392036133167,absolute_and_relative_to_dense_self
30,None_NN,19,NaN,completed,,1.21429039004173,1.21114491597012,0.513572233605714,0.782156293759093,0.955195904914771,0.779690410172294,18.5703177477678,787,0.992433795712484,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,5.85714401844283,1.33601849974266,completed,17.2664511535708,43.4870780862109,34.4786875568783,300,14.2232524527613,36.2195933334926,9.21744537217978,300,3.04319870080954,7.26748475271828,25.2612421846985,absolute_and_relative_to_dense_self
30,OBTA_SH,19,NaN,completed,,1.06459831256211,1.00951430007684,0.493343193707194,0.695610339326575,0.751933956705184,0.736263343194913,23.4323508154567,782,0.986128625472888,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,9.6906823506002,2.34943165136103,completed,18.0629653096946,44.975117810729,47.454314028548,50,14.2040098426298,36.3035170884758,9.14322250639386,50,3.85895546706483,8.67160072225319,38.3110915221542,absolute_and_relative_to_dense_self
30,PC_SH,19,NaN,completed,,0.997054424829789,0.943840423095625,0.436135077792116,0.605543938233712,0.618812747784222,0.80804377711964,22.1751389201272,783,0.987389659520807,barumerli_maxiacce,barumerli_maxiacce,barumerli2023_pge_ild_maxiacce,11.9278092806296,4.90283792230416,completed,19.9882802240233,49.4774115773985,51.6883116883117,50,14.2040098426298,36.3035170884758,9.14322250639386,50,5.78427038139351,13.1738944889227,42.5450891819178,absolute_and_relative_to_dense_self
