subject,method,retainedDirections,LatAz0El0,LatAz0El0_nearestAzDeg,LatAz0El0_nearestElDeg,LatAz0El0_nearestAngularErrorDeg,LatAz45El0,LatAz45El0_nearestAzDeg,LatAz45El0_nearestElDeg,LatAz45El0_nearestAngularErrorDeg,LatAz90El0,LatAz90El0_nearestAzDeg,LatAz90El0_nearestElDeg,LatAz90El0_nearestAngularErrorDeg,VertAz0El0,VertAz0El0_nearestAzDeg,VertAz0El0_nearestElDeg,VertAz0El0_nearestAngularErrorDeg,VertAz0El45,VertAz0El45_nearestAzDeg,VertAz0El45_nearestElDeg,VertAz0El45_nearestAngularErrorDeg
0100,SUpDEq-MCA,5,1.6312625854683003,0.0,0.0,0.0,2.629405794933798,45.0,0.0,0.0,5.2954081246372064,90.0,0.0,0.0,6.244285218493202,0.0,0.0,0.0,5.20555252054984,0.0,45.0,0.0
0104,SUpDEq-MCA,5,1.7719339427852916,0.0,0.0,0.0,2.802326353973296,45.0,0.0,0.0,4.174033595290966,90.0,0.0,0.0,7.8753106123074135,0.0,0.0,0.0,5.996634405845892,0.0,45.0,0.0
0116,SUpDEq-MCA,5,1.5268798140569833,0.0,0.0,0.0,2.81220185529986,45.0,0.0,0.0,5.023492443826097,90.0,0.0,0.0,6.353749037501179,0.0,0.0,0.0,4.5297083584168725,0.0,45.0,0.0
0118,SUpDEq-MCA,5,1.765296729434197,0.0,0.0,0.0,3.203667816791596,45.0,0.0,0.0,5.909104731279651,90.0,0.0,0.0,6.25310938721745,0.0,0.0,0.0,5.27307307672112,0.0,45.0,0.0
0128,SUpDEq-MCA,5,1.399181026071414,0.0,0.0,0.0,2.228589748504568,45.0,0.0,0.0,4.720168592676648,90.0,0.0,0.0,5.563401215996627,0.0,0.0,0.0,7.067920566599127,0.0,45.0,0.0
0141,SUpDEq-MCA,5,1.7093365644758018,0.0,0.0,0.0,2.79193205871761,45.0,0.0,0.0,6.022765400107324,90.0,0.0,0.0,4.448578060074387,0.0,0.0,0.0,6.771897276389217,0.0,45.0,0.0
0143,SUpDEq-MCA,5,1.5850084491627938,0.0,0.0,0.0,2.460474821455963,45.0,0.0,0.0,7.128785469643623,90.0,0.0,0.0,5.950049768048719,0.0,0.0,0.0,5.194800295885299,0.0,45.0,0.0
0148,SUpDEq-MCA,5,1.7873186865689588,0.0,0.0,0.0,2.894222985209051,45.0,0.0,0.0,5.462639727012343,90.0,0.0,0.0,6.834868664786809,0.0,0.0,0.0,7.432680042612328,0.0,45.0,0.0
0149,SUpDEq-MCA,5,1.5729478512393051,0.0,0.0,0.0,2.5749164641228512,45.0,0.0,0.0,6.243067910132979,90.0,0.0,0.0,6.8434818720411865,0.0,0.0,0.0,4.892711529533276,0.0,45.0,0.0
0152,SUpDEq-MCA,5,1.6418681584158712,0.0,0.0,0.0,2.978753773525731,45.0,0.0,0.0,6.660428006227297,90.0,0.0,0.0,6.525674103809286,0.0,0.0,0.0,7.156891421119838,0.0,45.0,0.0
0166,SUpDEq-MCA,5,1.6594548757262588,0.0,0.0,0.0,3.3868526444586355,45.0,0.0,0.0,4.374919218731762,90.0,0.0,0.0,9.07751785419304,0.0,0.0,0.0,5.400631969703378,0.0,45.0,0.0
0168,SUpDEq-MCA,5,1.583332541578162,0.0,0.0,0.0,2.1887301419171044,45.0,0.0,0.0,5.453711997559996,90.0,0.0,0.0,5.79941728061647,0.0,0.0,0.0,5.356198938363626,0.0,45.0,0.0
0169,SUpDEq-MCA,5,1.6345059707658791,0.0,0.0,0.0,2.616542404483109,45.0,0.0,0.0,5.81960889452954,90.0,0.0,0.0,5.351956783226694,0.0,0.0,0.0,3.6186490506066513,0.0,45.0,0.0
0172,SUpDEq-MCA,5,1.696776697123449,0.0,0.0,0.0,2.9885241276177292,45.0,0.0,0.0,5.307062329143426,90.0,0.0,0.0,7.413579486467791,0.0,0.0,0.0,6.26821467561224,0.0,45.0,0.0
0173,SUpDEq-MCA,5,1.7789899110550125,0.0,0.0,0.0,2.592997993510324,45.0,0.0,0.0,6.603778171853783,90.0,0.0,0.0,6.4610145408380735,0.0,0.0,0.0,5.34114776906719,0.0,45.0,0.0
0175,SUpDEq-MCA,5,1.6599240968329894,0.0,0.0,0.0,2.3012908066520885,45.0,0.0,0.0,5.8897028202146755,90.0,0.0,0.0,4.8625908984739565,0.0,0.0,0.0,6.131853183547364,0.0,45.0,0.0
0179,SUpDEq-MCA,5,1.655518043322121,0.0,0.0,0.0,2.9571311174764716,45.0,0.0,0.0,7.206258147732299,90.0,0.0,0.0,8.731365052195885,0.0,0.0,0.0,6.045464573604358,0.0,45.0,0.0
0191,SUpDEq-MCA,5,1.56565926279257,0.0,0.0,0.0,2.7259621238015224,45.0,0.0,0.0,5.135730691332148,90.0,0.0,0.0,7.8063272851235785,0.0,0.0,0.0,5.746178247378395,0.0,45.0,0.0
0193,SUpDEq-MCA,5,1.4860941719675773,0.0,0.0,0.0,2.8509517775026736,45.0,0.0,0.0,4.475811826481143,90.0,0.0,0.0,7.709134336173187,0.0,0.0,0.0,7.807698692349985,0.0,45.0,0.0
0196,SUpDEq-MCA,5,1.7505449333490763,0.0,0.0,0.0,2.384784260591223,45.0,0.0,0.0,3.6074081941399725,90.0,0.0,0.0,5.296643199174459,0.0,0.0,0.0,5.012413143848601,0.0,45.0,0.0
0198,SUpDEq-MCA,5,1.6220646018580123,0.0,0.0,0.0,3.184757811859023,45.0,0.0,0.0,6.104796341735104,90.0,0.0,0.0,7.220647845033453,0.0,0.0,0.0,7.4570062744500385,0.0,45.0,0.0
0200,SUpDEq-MCA,5,1.4477567949899004,0.0,0.0,0.0,2.235149968557801,45.0,0.0,0.0,4.371482736581601,90.0,0.0,0.0,7.239212789454866,0.0,0.0,0.0,5.194249084969873,0.0,45.0,0.0
0010,SUpDEq-Bary-MCA,19,1.7515674889323913,0.0,0.0,0.0,2.6553901187891014,45.0,0.0,0.0,5.841516570837881,90.0,0.0,0.0,6.638221028211296,0.0,0.0,0.0,6.338344592995706,0.0,45.0,0.0
0022,SUpDEq-Bary-MCA,19,1.8183870140459422,0.0,0.0,0.0,2.74552086795744,45.0,0.0,0.0,6.940799246339416,90.0,0.0,0.0,6.106259038671117,0.0,0.0,0.0,6.795893242082927,0.0,45.0,0.0
0026,SUpDEq-Bary-MCA,19,1.7633861889850093,0.0,0.0,0.0,2.85991895609658,45.0,0.0,0.0,5.566028306249324,90.0,0.0,0.0,5.572901020183791,0.0,0.0,0.0,7.499675417523989,0.0,45.0,0.0
0030,SUpDEq-Bary-MCA,19,1.9524876017962969,0.0,0.0,0.0,3.4443304000229777,45.0,0.0,0.0,5.507606173490626,90.0,0.0,0.0,5.893730627674489,0.0,0.0,0.0,6.655461733342751,0.0,45.0,0.0
0032,SUpDEq-Bary-MCA,19,2.033101681176128,0.0,0.0,0.0,2.8104191311331665,45.0,0.0,0.0,6.6296801146299424,90.0,0.0,0.0,6.577930233877257,0.0,0.0,0.0,5.932088463760897,0.0,45.0,0.0
0033,SUpDEq-Bary-MCA,19,1.7948683948810658,0.0,0.0,0.0,2.8076646849621913,45.0,0.0,0.0,5.505839161319388,90.0,0.0,0.0,6.2611567527629735,0.0,0.0,0.0,6.464400463136747,0.0,45.0,0.0
0037,SUpDEq-Bary-MCA,19,1.810902253137869,0.0,0.0,0.0,2.622467407585745,45.0,0.0,0.0,6.321501635572337,90.0,0.0,0.0,6.680528772007362,0.0,0.0,0.0,7.638794691346142,0.0,45.0,0.0
0040,SUpDEq-Bary-MCA,19,1.820780492142063,0.0,0.0,0.0,3.039421433347106,45.0,0.0,0.0,8.396105803149846,90.0,0.0,0.0,8.172800753520354,0.0,0.0,0.0,7.037036349713945,0.0,45.0,0.0
0048,SUpDEq-Bary-MCA,19,1.6798463860726913,0.0,0.0,0.0,2.8771651483925647,45.0,0.0,0.0,5.621407011374108,90.0,0.0,0.0,6.48803707038745,0.0,0.0,0.0,5.480269319122689,0.0,45.0,0.0
0059,SUpDEq-Bary-MCA,19,1.7961545443798321,0.0,0.0,0.0,3.3498825037203184,45.0,0.0,0.0,7.342429353201976,90.0,0.0,0.0,6.510047197447034,0.0,0.0,0.0,7.142061926257983,0.0,45.0,0.0
0068,SUpDEq-Bary-MCA,19,1.8906372902488822,0.0,0.0,0.0,3.2255205568829455,45.0,0.0,0.0,6.252442877558818,90.0,0.0,0.0,5.886700389384747,0.0,0.0,0.0,6.749507456970705,0.0,45.0,0.0
0071,SUpDEq-Bary-MCA,19,1.8014333536760399,0.0,0.0,0.0,2.8199223842848204,45.0,0.0,0.0,6.527505308702309,90.0,0.0,0.0,6.305289176623654,0.0,0.0,0.0,7.9338602687041195,0.0,45.0,0.0
0073,SUpDEq-Bary-MCA,19,1.9594049195885295,0.0,0.0,0.0,3.3868131709081,45.0,0.0,0.0,6.326983621045971,90.0,0.0,0.0,6.073993207691862,0.0,0.0,0.0,8.841282101099518,0.0,45.0,0.0
0078,SUpDEq-Bary-MCA,19,1.8339066206400851,0.0,0.0,0.0,3.023095678077929,45.0,0.0,0.0,5.818248079412411,90.0,0.0,0.0,5.188930752213305,0.0,0.0,0.0,5.794766685725605,0.0,45.0,0.0
0080,SUpDEq-Bary-MCA,19,1.7644782977351279,0.0,0.0,0.0,2.4820703710971515,45.0,0.0,0.0,4.848440345236528,90.0,0.0,0.0,5.520499216369364,0.0,0.0,0.0,7.301583049544347,0.0,45.0,0.0
0082,SUpDEq-Bary-MCA,19,1.8903620583354723,0.0,0.0,0.0,3.4056496059106465,45.0,0.0,0.0,5.5298125802469755,90.0,0.0,0.0,6.755267488311516,0.0,0.0,0.0,7.043811931568026,0.0,45.0,0.0
0083,SUpDEq-Bary-MCA,19,1.8490847409593545,0.0,0.0,0.0,3.0624068400237165,45.0,0.0,0.0,7.032491896834958,90.0,0.0,0.0,7.2282134004560215,0.0,0.0,0.0,9.325698465091504,0.0,45.0,0.0
0088,SUpDEq-Bary-MCA,19,1.7892506928525693,0.0,0.0,0.0,2.98628291480074,45.0,0.0,0.0,6.025590698450476,90.0,0.0,0.0,5.990830412022066,0.0,0.0,0.0,6.915485153907397,0.0,45.0,0.0
0089,SUpDEq-Bary-MCA,19,1.6849461714336536,0.0,0.0,0.0,3.099610461027147,45.0,0.0,0.0,5.525893583731035,90.0,0.0,0.0,5.299573189023959,0.0,0.0,0.0,5.916732550985665,0.0,45.0,0.0
0100,SUpDEq-Bary-MCA,19,1.8121174963813858,0.0,0.0,0.0,2.940696840414742,45.0,0.0,0.0,5.242505198974045,90.0,0.0,0.0,8.396872708523569,0.0,0.0,0.0,9.113050532741221,0.0,45.0,0.0
0104,SUpDEq-Bary-MCA,19,1.9283620080917232,0.0,0.0,0.0,2.7158233124105524,45.0,0.0,0.0,6.888386330156257,90.0,0.0,0.0,6.661032114225865,0.0,0.0,0.0,7.631146701537444,0.0,45.0,0.0
0116,SUpDEq-Bary-MCA,19,1.7486818871915022,0.0,0.0,0.0,2.948419504431098,45.0,0.0,0.0,5.40934593498223,90.0,0.0,0.0,5.765167132697107,0.0,0.0,0.0,5.69327495225366,0.0,45.0,0.0
0118,SUpDEq-Bary-MCA,19,1.909667339109651,0.0,0.0,0.0,3.3173027183763164,45.0,0.0,0.0,5.765248222723794,90.0,0.0,0.0,7.2830013201758454,0.0,0.0,0.0,9.165188553345315,0.0,45.0,0.0
0128,SUpDEq-Bary-MCA,19,1.6105792169215931,0.0,0.0,0.0,2.996685726679045,45.0,0.0,0.0,7.120255151283686,90.0,0.0,0.0,6.044292361483043,0.0,0.0,0.0,6.057031789435609,0.0,45.0,0.0
0141,SUpDEq-Bary-MCA,19,1.8964102852510516,0.0,0.0,0.0,3.02439460909189,45.0,0.0,0.0,4.744678433411217,90.0,0.0,0.0,6.184961488833175,0.0,0.0,0.0,6.319046844103906,0.0,45.0,0.0
0143,SUpDEq-Bary-MCA,19,1.7251700864482642,0.0,0.0,0.0,2.838084574688829,45.0,0.0,0.0,5.496979362002972,90.0,0.0,0.0,5.304489440726203,0.0,0.0,0.0,7.1299198058856765,0.0,45.0,0.0
0148,SUpDEq-Bary-MCA,19,2.0349742201509047,0.0,0.0,0.0,2.928766985383673,45.0,0.0,0.0,6.9259025715921005,90.0,0.0,0.0,7.38196785737839,0.0,0.0,0.0,7.792143213582142,0.0,45.0,0.0
0149,SUpDEq-Bary-MCA,19,2.0344273390586523,0.0,0.0,0.0,3.0186437572381144,45.0,0.0,0.0,4.357202760832128,90.0,0.0,0.0,7.650042164925413,0.0,0.0,0.0,8.589466938219841,0.0,45.0,0.0
0152,SUpDEq-Bary-MCA,19,1.9682423094703871,0.0,0.0,0.0,3.583147291246196,45.0,0.0,0.0,6.41438717079166,90.0,0.0,0.0,5.371944761180398,0.0,0.0,0.0,9.622802023871046,0.0,45.0,0.0
0166,SUpDEq-Bary-MCA,19,1.8811451008412499,0.0,0.0,0.0,3.0690181042702944,45.0,0.0,0.0,6.035474309240079,90.0,0.0,0.0,5.528233296306861,0.0,0.0,0.0,8.061131165831215,0.0,45.0,0.0
0168,SUpDEq-Bary-MCA,19,1.860151834764951,0.0,0.0,0.0,3.0963473673980912,45.0,0.0,0.0,4.598089228612527,90.0,0.0,0.0,7.328917448185003,0.0,0.0,0.0,8.331076935308493,0.0,45.0,0.0
0169,SUpDEq-Bary-MCA,19,2.0408971597633063,0.0,0.0,0.0,2.730196546157095,45.0,0.0,0.0,4.3402921345370356,90.0,0.0,0.0,6.026860727473695,0.0,0.0,0.0,5.232098926501879,0.0,45.0,0.0
0172,SUpDEq-Bary-MCA,19,2.01749308106553,0.0,0.0,0.0,3.1423248974945537,45.0,0.0,0.0,6.291789324152423,90.0,0.0,0.0,6.028800436462578,0.0,0.0,0.0,7.562957479465001,0.0,45.0,0.0
0173,SUpDEq-Bary-MCA,19,2.0072583934567576,0.0,0.0,0.0,3.1406723557013962,45.0,0.0,0.0,2.7222367150399434,90.0,0.0,0.0,7.501916200021587,0.0,0.0,0.0,4.4300077148038115,0.0,45.0,0.0
0175,SUpDEq-Bary-MCA,19,1.88491225628568,0.0,0.0,0.0,3.4120551084824227,45.0,0.0,0.0,4.897894567349346,90.0,0.0,0.0,5.282308286331405,0.0,0.0,0.0,5.784307390860915,0.0,45.0,0.0
0179,SUpDEq-Bary-MCA,19,1.8271058987831659,0.0,0.0,0.0,3.7086390901295867,45.0,0.0,0.0,5.330241964366642,90.0,0.0,0.0,6.323336950615896,0.0,0.0,0.0,7.730393686501909,0.0,45.0,0.0
0191,SUpDEq-Bary-MCA,19,1.849192786935764,0.0,0.0,0.0,3.4210035290242877,45.0,0.0,0.0,5.106071137546186,90.0,0.0,0.0,6.488691745402631,0.0,0.0,0.0,9.448829358303984,0.0,45.0,0.0
0193,SUpDEq-Bary-MCA,19,1.874406991917603,0.0,0.0,0.0,3.268459968152141,45.0,0.0,0.0,6.764106916023544,90.0,0.0,0.0,6.66155909391339,0.0,0.0,0.0,6.91267740766216,0.0,45.0,0.0
0196,SUpDEq-Bary-MCA,19,1.8212133268512596,0.0,0.0,0.0,3.374929907073625,45.0,0.0,0.0,5.715783957910963,90.0,0.0,0.0,7.149704206034323,0.0,0.0,0.0,5.876264029808726,0.0,45.0,0.0
0198,SUpDEq-Bary-MCA,19,1.815694986030625,0.0,0.0,0.0,3.0582285715997637,45.0,0.0,0.0,7.030850167713654,90.0,0.0,0.0,6.772073848200654,0.0,0.0,0.0,8.692117124772402,0.0,45.0,0.0
0200,SUpDEq-Bary-MCA,19,1.7037124162592383,0.0,0.0,0.0,2.9309981183168423,45.0,0.0,0.0,3.9720152491218057,90.0,0.0,0.0,4.26656477646959,0.0,0.0,0.0,5.98787582154028,0.0,45.0,0.0
0010,SUpDEq-Bary-MCA,5,2.0945763895433487,0.0,0.0,0.0,2.713209302683376,45.0,0.0,0.0,5.607487153476373,90.0,0.0,0.0,5.62644344903384,0.0,0.0,0.0,5.605427767452776,0.0,45.0,0.0
0022,SUpDEq-Bary-MCA,5,1.9929599829812799,0.0,0.0,0.0,3.3635685702560263,45.0,0.0,0.0,5.17467386817953,90.0,0.0,0.0,5.014336848451136,0.0,0.0,0.0,6.178081137142591,0.0,45.0,0.0
0026,SUpDEq-Bary-MCA,5,2.1025218859634576,0.0,0.0,0.0,2.9423263451321713,45.0,0.0,0.0,6.824626325480472,90.0,0.0,0.0,5.97326635257997,0.0,0.0,0.0,5.811937124219673,0.0,45.0,0.0
0030,SUpDEq-Bary-MCA,5,2.185206236355747,0.0,0.0,0.0,3.2558814214723717,45.0,0.0,0.0,6.460259611568127,90.0,0.0,0.0,5.535241674408839,0.0,0.0,0.0,6.834997771549492,0.0,45.0,0.0
0032,SUpDEq-Bary-MCA,5,2.1376664574956132,0.0,0.0,0.0,3.4237333812767723,45.0,0.0,0.0,5.996413747274218,90.0,0.0,0.0,8.58915951491614,0.0,0.0,0.0,7.62560735849554,0.0,45.0,0.0
0033,SUpDEq-Bary-MCA,5,2.115870441607602,0.0,0.0,0.0,3.1302891878618193,45.0,0.0,0.0,6.472615168593281,90.0,0.0,0.0,5.1446399215988565,0.0,0.0,0.0,7.2599798302723935,0.0,45.0,0.0
0037,SUpDEq-Bary-MCA,5,2.08266588723836,0.0,0.0,0.0,2.9271252954539357,45.0,0.0,0.0,5.827494268078258,90.0,0.0,0.0,5.88673293549961,0.0,0.0,0.0,7.337803518495712,0.0,45.0,0.0
0040,SUpDEq-Bary-MCA,5,2.1267306672083093,0.0,0.0,0.0,2.977421774922316,45.0,0.0,0.0,5.5544574563916544,90.0,0.0,0.0,5.066692540505453,0.0,0.0,0.0,6.418009511910104,0.0,45.0,0.0
0048,SUpDEq-Bary-MCA,5,1.912300717327256,0.0,0.0,0.0,2.9624908753569374,45.0,0.0,0.0,4.7614368804831795,90.0,0.0,0.0,5.397856043869394,0.0,0.0,0.0,5.943741043830084,0.0,45.0,0.0
0059,SUpDEq-Bary-MCA,5,2.1504997332940063,0.0,0.0,0.0,3.1475663025330993,45.0,0.0,0.0,7.4140166603917415,90.0,0.0,0.0,8.875487003608002,0.0,0.0,0.0,6.915890219433029,0.0,45.0,0.0
0068,SUpDEq-Bary-MCA,5,2.019012061080687,0.0,0.0,0.0,3.2223693385381815,45.0,0.0,0.0,6.605360793437797,90.0,0.0,0.0,4.436327259089679,0.0,0.0,0.0,5.837551297274653,0.0,45.0,0.0
0071,SUpDEq-Bary-MCA,5,2.098072645440687,0.0,0.0,0.0,3.081163311434807,45.0,0.0,0.0,6.803976193816488,90.0,0.0,0.0,5.565180376751953,0.0,0.0,0.0,7.214953043840477,0.0,45.0,0.0
0073,SUpDEq-Bary-MCA,5,2.268090249052541,0.0,0.0,0.0,3.0086337563132277,45.0,0.0,0.0,8.83246033561729,90.0,0.0,0.0,6.66752326905817,0.0,0.0,0.0,7.483494350565335,0.0,45.0,0.0
0078,SUpDEq-Bary-MCA,5,2.001886024458784,0.0,0.0,0.0,2.9883369488498914,45.0,0.0,0.0,7.819049843390836,90.0,0.0,0.0,5.136129461438098,0.0,0.0,0.0,5.560768798881325,0.0,45.0,0.0
0080,SUpDEq-Bary-MCA,5,2.018876521790378,0.0,0.0,0.0,2.948330288276205,45.0,0.0,0.0,5.975373218600701,90.0,0.0,0.0,6.371110956506042,0.0,0.0,0.0,7.928040607986591,0.0,45.0,0.0
0082,SUpDEq-Bary-MCA,5,2.161942009062346,0.0,0.0,0.0,3.1586217904253453,45.0,0.0,0.0,9.291149254615423,90.0,0.0,0.0,8.262667561512721,0.0,0.0,0.0,7.5851025502133504,0.0,45.0,0.0
0083,SUpDEq-Bary-MCA,5,2.1496226441906288,0.0,0.0,0.0,3.205436307181574,45.0,0.0,0.0,6.484048144208169,90.0,0.0,0.0,6.094728160403402,0.0,0.0,0.0,6.387255752489392,0.0,45.0,0.0
0088,SUpDEq-Bary-MCA,5,2.1378290250125653,0.0,0.0,0.0,2.8392463874491294,45.0,0.0,0.0,4.14470646995309,90.0,0.0,0.0,6.539952786069244,0.0,0.0,0.0,6.121435454268139,0.0,45.0,0.0
0089,SUpDEq-Bary-MCA,5,2.0620469345624715,0.0,0.0,0.0,3.3437057608923264,45.0,0.0,0.0,5.849111286919,90.0,0.0,0.0,5.791734723792067,0.0,0.0,0.0,5.606015166939222,0.0,45.0,0.0
0100,SUpDEq-Bary-MCA,5,2.0931794923352607,0.0,0.0,0.0,2.7304146430618763,45.0,0.0,0.0,8.347137336555614,90.0,0.0,0.0,5.795287674617653,0.0,0.0,0.0,7.821490525097272,0.0,45.0,0.0
0104,SUpDEq-Bary-MCA,5,2.1564619902582494,0.0,0.0,0.0,3.286532672608589,45.0,0.0,0.0,7.112774371940932,90.0,0.0,0.0,7.494240121163689,0.0,0.0,0.0,6.28738680849889,0.0,45.0,0.0
0116,SUpDEq-Bary-MCA,5,2.10071893640281,0.0,0.0,0.0,3.1370707963222904,45.0,0.0,0.0,5.630780594544974,90.0,0.0,0.0,4.743195495409829,0.0,0.0,0.0,5.235626518159164,0.0,45.0,0.0
0118,SUpDEq-Bary-MCA,5,2.217220505378757,0.0,0.0,0.0,3.435915495027632,45.0,0.0,0.0,5.99164496002903,90.0,0.0,0.0,6.529209723268261,0.0,0.0,0.0,5.768802119230885,0.0,45.0,0.0
0128,SUpDEq-Bary-MCA,5,1.939638038272333,0.0,0.0,0.0,2.563892062796942,45.0,0.0,0.0,5.616180829271174,90.0,0.0,0.0,6.114348132935997,0.0,0.0,0.0,6.0479077908476935,0.0,45.0,0.0
0141,SUpDEq-Bary-MCA,5,2.147882050865282,0.0,0.0,0.0,3.2097154545154423,45.0,0.0,0.0,6.32771089450059,90.0,0.0,0.0,4.552710000637215,0.0,0.0,0.0,6.705029578545354,0.0,45.0,0.0
0143,SUpDEq-Bary-MCA,5,2.0341292267127495,0.0,0.0,0.0,3.0934920408398274,45.0,0.0,0.0,5.101820978244549,90.0,0.0,0.0,5.042089766355288,0.0,0.0,0.0,5.778581605716329,0.0,45.0,0.0
0148,SUpDEq-Bary-MCA,5,2.1593537749413647,0.0,0.0,0.0,3.067807281149676,45.0,0.0,0.0,7.247087539253471,90.0,0.0,0.0,4.878621129353905,0.0,0.0,0.0,7.508347857818998,0.0,45.0,0.0
0149,SUpDEq-Bary-MCA,5,2.1178697774803683,0.0,0.0,0.0,2.539615088411713,45.0,0.0,0.0,7.155458272213734,90.0,0.0,0.0,7.041208261766055,0.0,0.0,0.0,6.157210192178557,0.0,45.0,0.0
0152,SUpDEq-Bary-MCA,5,2.0662639946779575,0.0,0.0,0.0,2.9566622605793325,45.0,0.0,0.0,6.998046351989952,90.0,0.0,0.0,5.086626794006484,0.0,0.0,0.0,6.523478715303966,0.0,45.0,0.0
0166,SUpDEq-Bary-MCA,5,2.1153561664886786,0.0,0.0,0.0,3.4173862066610563,45.0,0.0,0.0,7.337722985212676,90.0,0.0,0.0,6.970542739360878,0.0,0.0,0.0,6.490398419175452,0.0,45.0,0.0
0168,SUpDEq-Bary-MCA,5,2.0771238975285904,0.0,0.0,0.0,2.5263311641416033,45.0,0.0,0.0,6.559971410058006,90.0,0.0,0.0,6.507737186054169,0.0,0.0,0.0,6.486576667739898,0.0,45.0,0.0
0169,SUpDEq-Bary-MCA,5,2.2174943334436974,0.0,0.0,0.0,2.643573415905501,45.0,0.0,0.0,5.923787664165536,90.0,0.0,0.0,4.873118683628302,0.0,0.0,0.0,5.3323258831895455,0.0,45.0,0.0
0172,SUpDEq-Bary-MCA,5,2.099437014020211,0.0,0.0,0.0,3.3768556564519367,45.0,0.0,0.0,6.381056651624753,90.0,0.0,0.0,5.453582004512573,0.0,0.0,0.0,6.793348668493584,0.0,45.0,0.0
0173,SUpDEq-Bary-MCA,5,2.155503008582744,0.0,0.0,0.0,2.550099806242643,45.0,0.0,0.0,9.014020949536977,90.0,0.0,0.0,6.036213614509227,0.0,0.0,0.0,5.190588981323109,0.0,45.0,0.0
0175,SUpDEq-Bary-MCA,5,2.1353585817115306,0.0,0.0,0.0,2.8523711368879674,45.0,0.0,0.0,6.215327750501114,90.0,0.0,0.0,4.8372295603473905,0.0,0.0,0.0,5.272153176988974,0.0,45.0,0.0
0179,SUpDEq-Bary-MCA,5,2.1234021991434955,0.0,0.0,0.0,3.203353769286432,45.0,0.0,0.0,5.113375945070194,90.0,0.0,0.0,5.375231451535145,0.0,0.0,0.0,5.924570663877417,0.0,45.0,0.0
0191,SUpDEq-Bary-MCA,5,2.0414770907869717,0.0,0.0,0.0,3.060494115004531,45.0,0.0,0.0,7.102548586968872,90.0,0.0,0.0,5.412733448100183,0.0,0.0,0.0,6.351568410943594,0.0,45.0,0.0
0193,SUpDEq-Bary-MCA,5,2.0225862910055787,0.0,0.0,0.0,3.0893111841873893,45.0,0.0,0.0,6.577635096868223,90.0,0.0,0.0,5.656395596877367,0.0,0.0,0.0,7.7444692456396975,0.0,45.0,0.0
0196,SUpDEq-Bary-MCA,5,2.1384822721016787,0.0,0.0,0.0,3.9555569918986153,45.0,0.0,0.0,4.811131306502639,90.0,0.0,0.0,5.225421845486635,0.0,0.0,0.0,6.693277905581496,0.0,45.0,0.0
0198,SUpDEq-Bary-MCA,5,2.100880357313563,0.0,0.0,0.0,3.2830591579979793,45.0,0.0,0.0,5.356321423595832,90.0,0.0,0.0,5.84094439853484,0.0,0.0,0.0,6.866447327537531,0.0,45.0,0.0
0200,SUpDEq-Bary-MCA,5,2.1070592506470787,0.0,0.0,0.0,2.9592145848465745,45.0,0.0,0.0,5.409613528953913,90.0,0.0,0.0,5.326924829072081,0.0,0.0,0.0,4.730464577663405,0.0,45.0,0.0
0010,RANF,19,1.699609637345623,0.0,0.0,0.0,2.4546608662164315,45.0,0.0,0.0,8.625071941139383,90.0,0.0,0.0,3.7102669911810513,0.0,0.0,0.0,5.968353872181174,0.0,45.0,0.0
0022,RANF,19,1.9075226872280973,0.0,0.0,0.0,2.8569164953119506,45.0,0.0,0.0,8.546516399718477,90.0,0.0,0.0,4.743476073333365,0.0,0.0,0.0,6.468325143734807,0.0,45.0,0.0
0026,RANF,19,1.629677358095058,0.0,0.0,0.0,2.801451488614557,45.0,0.0,0.0,8.006993579727189,90.0,0.0,0.0,3.8843453368732073,0.0,0.0,0.0,7.584161672503836,0.0,45.0,0.0
0030,RANF,19,1.3302132204297776,0.0,0.0,0.0,3.4643987867952877,45.0,0.0,0.0,6.62354883510785,90.0,0.0,0.0,4.318943085175467,0.0,0.0,0.0,7.259488092807214,0.0,45.0,0.0
0032,RANF,19,1.7826691460240103,0.0,0.0,0.0,2.965653372535514,45.0,0.0,0.0,6.860205275242109,90.0,0.0,0.0,3.766588813704435,0.0,0.0,0.0,5.217855634149504,0.0,45.0,0.0
0033,RANF,19,1.4968464806852972,0.0,0.0,0.0,3.1608324882688836,45.0,0.0,0.0,6.259137742060795,90.0,0.0,0.0,5.827230842818808,0.0,0.0,0.0,5.000830248298746,0.0,45.0,0.0
0037,RANF,19,1.761957544681732,0.0,0.0,0.0,2.6020874140430186,45.0,0.0,0.0,6.2598234822566985,90.0,0.0,0.0,6.123139409007253,0.0,0.0,0.0,7.6825538185938145,0.0,45.0,0.0
0040,RANF,19,1.7527583387532144,0.0,0.0,0.0,3.080212769772752,45.0,0.0,0.0,6.525346592435946,90.0,0.0,0.0,4.820070732557616,0.0,0.0,0.0,7.550309634288311,0.0,45.0,0.0
0048,RANF,19,1.6224287807778375,0.0,0.0,0.0,2.697727112452618,45.0,0.0,0.0,7.83415318933311,90.0,0.0,0.0,6.57516174018766,0.0,0.0,0.0,4.824433155300666,0.0,45.0,0.0
0059,RANF,19,1.9613143002546314,0.0,0.0,0.0,2.2196709595823214,45.0,0.0,0.0,8.945131915147124,90.0,0.0,0.0,4.056590904402896,0.0,0.0,0.0,6.161581713868155,0.0,45.0,0.0
