subject,method,retainedDirections,LatAz0El0,LatAz0El0_nearestAzDeg,LatAz0El0_nearestElDeg,LatAz0El0_nearestAngularErrorDeg,LatAz45El0,LatAz45El0_nearestAzDeg,LatAz45El0_nearestElDeg,LatAz45El0_nearestAngularErrorDeg,LatAz90El0,LatAz90El0_nearestAzDeg,LatAz90El0_nearestElDeg,LatAz90El0_nearestAngularErrorDeg,VertAz0El0,VertAz0El0_nearestAzDeg,VertAz0El0_nearestElDeg,VertAz0El0_nearestAngularErrorDeg,VertAz0El45,VertAz0El45_nearestAzDeg,VertAz0El45_nearestElDeg,VertAz0El45_nearestAngularErrorDeg
0100,Measured,dense,1.5529319530666963,0.0,0.0,0.0,2.9578162489677924,45.0,0.0,0.0,9.158806418076763,90.0,0.0,0.0,5.965902902844844,0.0,0.0,0.0,9.716849743874985,0.0,45.0,0.0
0104,Measured,dense,1.4509710431124234,0.0,0.0,0.0,3.447303350196953,45.0,0.0,0.0,10.226602496791346,90.0,0.0,0.0,5.386807269935631,0.0,0.0,0.0,6.02367899699126,0.0,45.0,0.0
0116,Measured,dense,1.8436249903512794,0.0,0.0,0.0,2.9297132045339325,45.0,0.0,0.0,10.210568280889907,90.0,0.0,0.0,3.690127613110591,0.0,0.0,0.0,4.748252156866077,0.0,45.0,0.0
0118,Measured,dense,1.8292713789500736,0.0,0.0,0.0,3.043666012446959,45.0,0.0,0.0,9.064403702186645,90.0,0.0,0.0,4.451638547070547,0.0,0.0,0.0,7.1482786472679285,0.0,45.0,0.0
0128,Measured,dense,1.799327591787831,0.0,0.0,0.0,2.3269495112357648,45.0,0.0,0.0,5.730309938698662,90.0,0.0,0.0,4.310696844890427,0.0,0.0,0.0,5.532463116870588,0.0,45.0,0.0
0141,Measured,dense,1.995455170239643,0.0,0.0,0.0,2.6414041681369818,45.0,0.0,0.0,5.272048555594687,90.0,0.0,0.0,4.898445048036519,0.0,0.0,0.0,5.637538289840304,0.0,45.0,0.0
0143,Measured,dense,1.702085542791664,0.0,0.0,0.0,2.4093831594279664,45.0,0.0,0.0,5.611191804613218,90.0,0.0,0.0,3.515219054825942,0.0,0.0,0.0,5.408316076821199,0.0,45.0,0.0
0148,Measured,dense,1.8193794590414816,0.0,0.0,0.0,3.1591369555305033,45.0,0.0,0.0,8.149423134418466,90.0,0.0,0.0,5.458842027318398,0.0,0.0,0.0,8.198042335220512,0.0,45.0,0.0
0149,Measured,dense,1.5454187387242928,0.0,0.0,0.0,2.503168351783516,45.0,0.0,0.0,4.534954648720772,90.0,0.0,0.0,4.442955537855905,0.0,0.0,0.0,5.338422836382956,0.0,45.0,0.0
0152,Measured,dense,1.9236906866125052,0.0,0.0,0.0,3.16283284714466,45.0,0.0,0.0,6.46991796461809,90.0,0.0,0.0,3.8761375187748497,0.0,0.0,0.0,6.688384382820953,0.0,45.0,0.0
0166,Measured,dense,1.9627573887733307,0.0,0.0,0.0,2.7294409937053996,45.0,0.0,0.0,5.918610293861941,90.0,0.0,0.0,3.6570431974728503,0.0,0.0,0.0,5.190960924717731,0.0,45.0,0.0
0168,Measured,dense,1.5686753385793797,0.0,0.0,0.0,3.185681010884754,45.0,0.0,0.0,4.980416450545655,90.0,0.0,0.0,5.97967913108488,0.0,0.0,0.0,6.966641173357611,0.0,45.0,0.0
0169,Measured,dense,1.7350688362332702,0.0,0.0,0.0,2.8716801113897796,45.0,0.0,0.0,4.152773670908693,90.0,0.0,0.0,4.924712555113618,0.0,0.0,0.0,5.040462052263338,0.0,45.0,0.0
0172,Measured,dense,1.6956226053473888,0.0,0.0,0.0,3.3234622587823455,45.0,0.0,0.0,9.126978453110844,90.0,0.0,0.0,5.276306220457607,0.0,0.0,0.0,8.48889181240887,0.0,45.0,0.0
0173,Measured,dense,2.132642306736902,0.0,0.0,0.0,2.543973812931522,45.0,0.0,0.0,3.425304600857612,90.0,0.0,0.0,5.516782291423574,0.0,0.0,0.0,4.239510290372469,0.0,45.0,0.0
0175,Measured,dense,1.885892251122736,0.0,0.0,0.0,2.780275759293927,45.0,0.0,0.0,5.334490665181033,90.0,0.0,0.0,3.627337606421969,0.0,0.0,0.0,3.851879667140459,0.0,45.0,0.0
0179,Measured,dense,1.9344686528955743,0.0,0.0,0.0,3.0875130502946617,45.0,0.0,0.0,8.82296972618464,90.0,0.0,0.0,4.164005924072621,0.0,0.0,0.0,5.362021084430153,0.0,45.0,0.0
0191,Measured,dense,1.7271709580079602,0.0,0.0,0.0,3.2812970048461985,45.0,0.0,0.0,8.647969591769336,90.0,0.0,0.0,3.8568117012874734,0.0,0.0,0.0,5.162877886026581,0.0,45.0,0.0
0193,Measured,dense,1.8616603639835207,0.0,0.0,0.0,2.914545081927477,45.0,0.0,0.0,7.44820375237602,90.0,0.0,0.0,5.542658019801378,0.0,0.0,0.0,5.317212718830489,0.0,45.0,0.0
0196,Measured,dense,1.849369159834663,0.0,0.0,0.0,3.07538608672221,45.0,0.0,0.0,5.225131110954343,90.0,0.0,0.0,4.6261347416592535,0.0,0.0,0.0,6.957586398758515,0.0,45.0,0.0
0198,Measured,dense,1.5141407007713206,0.0,0.0,0.0,3.341411398424703,45.0,0.0,0.0,6.9162741417744815,90.0,0.0,0.0,5.543144196244902,0.0,0.0,0.0,7.160416989817612,0.0,45.0,0.0
0200,Measured,dense,1.6982311275045772,0.0,0.0,0.0,2.914476270761572,45.0,0.0,0.0,3.981027273357005,90.0,0.0,0.0,3.968163321705544,0.0,0.0,0.0,5.713173548089575,0.0,45.0,0.0
0010,SUpDEq-MCA,19,1.7594793234936759,0.0,0.0,0.0,2.778697827983021,45.0,0.0,0.0,6.732681352954146,90.0,0.0,0.0,3.778422068561843,0.0,0.0,0.0,4.777246650814416,0.0,45.0,0.0
0022,SUpDEq-MCA,19,2.0436649781008285,0.0,0.0,0.0,2.372054289322662,45.0,0.0,0.0,5.083934517232791,90.0,0.0,0.0,3.8561227505417235,0.0,0.0,0.0,5.061895641091561,0.0,45.0,0.0
0026,SUpDEq-MCA,19,1.6220249224447256,0.0,0.0,0.0,2.919214474565,45.0,0.0,0.0,5.4417802332083385,90.0,0.0,0.0,3.8170627775347037,0.0,0.0,0.0,6.577069055206458,0.0,45.0,0.0
0030,SUpDEq-MCA,19,1.6293794577179819,0.0,0.0,0.0,2.92031691383134,45.0,0.0,0.0,5.414745997301838,90.0,0.0,0.0,4.001984284557727,0.0,0.0,0.0,4.257662547554072,0.0,45.0,0.0
0032,SUpDEq-MCA,19,2.168697600355691,0.0,0.0,0.0,2.6571711995147136,45.0,0.0,0.0,5.497914298516887,90.0,0.0,0.0,3.796617820314638,0.0,0.0,0.0,3.813294047296954,0.0,45.0,0.0
0033,SUpDEq-MCA,19,1.6145041981726134,0.0,0.0,0.0,2.5282951750164866,45.0,0.0,0.0,4.886228125511034,90.0,0.0,0.0,4.8276325033407685,0.0,0.0,0.0,6.269959250221309,0.0,45.0,0.0
0037,SUpDEq-MCA,19,1.9201856691343733,0.0,0.0,0.0,2.178486567575289,45.0,0.0,0.0,5.656379594239094,90.0,0.0,0.0,4.0444229571346995,0.0,0.0,0.0,5.1937244808456775,0.0,45.0,0.0
0040,SUpDEq-MCA,19,1.9741801911945474,0.0,0.0,0.0,2.453217167759561,45.0,0.0,0.0,7.334439262756083,90.0,0.0,0.0,5.168204649037902,0.0,0.0,0.0,5.1646443475513495,0.0,45.0,0.0
0048,SUpDEq-MCA,19,1.9376221885682294,0.0,0.0,0.0,2.152411356429364,45.0,0.0,0.0,5.884439614565251,90.0,0.0,0.0,3.772684342607264,0.0,0.0,0.0,5.024594531199935,0.0,45.0,0.0
0059,SUpDEq-MCA,19,2.1528727671552743,0.0,0.0,0.0,2.8677200231410316,45.0,0.0,0.0,5.7964630866187,90.0,0.0,0.0,3.720557768278318,0.0,0.0,0.0,4.549041140615832,0.0,45.0,0.0
0068,SUpDEq-MCA,19,1.8078099112936539,0.0,0.0,0.0,2.513553609217973,45.0,0.0,0.0,5.3045431591428045,90.0,0.0,0.0,5.173531518283494,0.0,0.0,0.0,4.020029676149389,0.0,45.0,0.0
